run_id,Time Elapsed/s,3DBall.Environment.CumulativeReward.mean,batch_size,learning_rate,CPU Model,Operating System,GPU Model,buffer_size,beta,epsilon,lambd,num_epoch,shared_critic,learning_rate_schedule,beta_schedule,epsilon_schedule,timestamp,CPU Cores,CPU Frequency,Total RAM,DRL Algorithm Used,lambda,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0011_epsilon0.3,30.0,2.220994,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.3,,3,,,,,2025-12-07T11:17:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0012_epsilon0.1,31.0,1.334888,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.1,,3,,,,,2025-12-07T11:18:32Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0012_epsilon0.15,30.0,1.635307,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.15,,3,,,,,2025-12-07T11:19:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0012_epsilon0.2,31.0,1.947716,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.2,,3,,,,,2025-12-07T11:19:41Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0012_epsilon0.25,31.0,1.939747,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.25,,3,,,,,2025-12-07T11:20:16Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0012_epsilon0.3,30.0,2.219559,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.3,,3,,,,,2025-12-07T11:20:51Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0013_epsilon0.1,31.0,1.502597,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.1,,3,,,,,2025-12-07T11:21:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0013_epsilon0.15,30.0,1.641552,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.15,,3,,,,,2025-12-07T11:22:00Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0013_epsilon0.2,31.0,1.852709,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.2,,3,,,,,2025-12-07T11:22:34Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0013_epsilon0.25,30.0,2.12965,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.25,,3,,,,,2025-12-07T11:23:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0013_epsilon0.3,30.0,3.561868,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.3,,3,,,,,2025-12-07T11:23:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0014_epsilon0.1,31.0,1.431224,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.1,,3,,,,,2025-12-07T11:24:17Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0014_epsilon0.15,31.0,1.620408,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.15,,3,,,,,2025-12-07T11:24:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0014_epsilon0.2,30.0,2.015584,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.2,,3,,,,,2025-12-07T11:25:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0014_epsilon0.25,31.0,2.78961,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.25,,3,,,,,2025-12-07T11:26:01Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0001_beta0.0014_epsilon0.3,30.0,2.184384,40,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.3,,3,,,,,2025-12-07T11:26:36Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.001_epsilon0.1,31.0,1.415304,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.1,,3,,,,,2025-12-07T11:27:10Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.001_epsilon0.15,31.0,1.665438,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.15,,3,,,,,2025-12-07T11:27:45Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.001_epsilon0.2,30.0,1.921717,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.2,,3,,,,,2025-12-07T11:28:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.001_epsilon0.25,30.0,2.301416,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.25,,3,,,,,2025-12-07T11:28:54Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.001_epsilon0.3,31.0,3.459849,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.3,,3,,,,,2025-12-07T11:29:28Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0011_epsilon0.1,30.0,1.662673,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.1,,3,,,,,2025-12-07T11:30:03Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0011_epsilon0.15,31.0,1.776316,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.15,,3,,,,,2025-12-07T11:30:37Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0011_epsilon0.2,30.0,2.347988,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.2,,3,,,,,2025-12-07T11:31:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0011_epsilon0.25,31.0,2.093867,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.25,,3,,,,,2025-12-07T11:31:46Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0011_epsilon0.3,30.0,2.926846,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.3,,3,,,,,2025-12-07T11:32:21Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0012_epsilon0.1,31.0,1.509348,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.1,,3,,,,,2025-12-07T11:32:55Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0012_epsilon0.15,31.0,2.023958,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.15,,3,,,,,2025-12-07T11:33:30Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0012_epsilon0.2,31.0,1.870049,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.2,,3,,,,,2025-12-07T11:34:05Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0012_epsilon0.25,30.0,2.2983,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.25,,3,,,,,2025-12-07T11:34:40Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0012_epsilon0.3,31.0,2.622671,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.3,,3,,,,,2025-12-07T11:35:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0013_epsilon0.1,30.0,1.340447,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.1,,3,,,,,2025-12-07T11:35:49Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0013_epsilon0.15,31.0,1.605869,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.15,,3,,,,,2025-12-07T11:36:23Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0013_epsilon0.2,31.0,1.941013,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.2,,3,,,,,2025-12-07T11:36:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0013_epsilon0.25,30.0,2.201653,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.25,,3,,,,,2025-12-07T11:37:33Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0013_epsilon0.3,30.0,2.706349,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.3,,3,,,,,2025-12-07T11:38:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0014_epsilon0.1,31.0,1.428059,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.1,,3,,,,,2025-12-07T11:38:41Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0014_epsilon0.15,30.0,1.689767,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.15,,3,,,,,2025-12-07T11:39:16Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0014_epsilon0.2,31.0,2.097867,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.2,,3,,,,,2025-12-07T11:39:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0014_epsilon0.25,30.0,2.595385,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.25,,3,,,,,2025-12-07T11:40:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0002_beta0.0014_epsilon0.3,30.0,3.355019,40,0.0002,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.3,,3,,,,,2025-12-07T11:40:59Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.001_epsilon0.1,31.0,1.643249,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.1,,3,,,,,2025-12-07T11:41:33Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.001_epsilon0.15,30.0,1.700701,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.15,,3,,,,,2025-12-07T11:42:08Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.001_epsilon0.2,30.0,1.975773,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.2,,3,,,,,2025-12-07T11:42:42Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.001_epsilon0.25,31.0,2.755627,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.25,,3,,,,,2025-12-07T11:43:16Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.001_epsilon0.3,30.0,3.904167,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.3,,3,,,,,2025-12-07T11:43:51Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0011_epsilon0.1,30.0,1.485776,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.1,,3,,,,,2025-12-07T11:44:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0011_epsilon0.15,31.0,1.729481,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.15,,3,,,,,2025-12-07T11:44:59Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0011_epsilon0.2,31.0,2.065171,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.2,,3,,,,,2025-12-07T11:45:34Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0011_epsilon0.25,31.0,2.965878,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.25,,3,,,,,2025-12-07T11:46:08Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0011_epsilon0.3,30.0,2.945118,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0011,0.3,,3,,,,,2025-12-07T11:46:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0012_epsilon0.1,31.0,1.607675,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.1,,3,,,,,2025-12-07T11:47:17Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0012_epsilon0.15,30.0,1.503268,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.15,,3,,,,,2025-12-07T11:47:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0012_epsilon0.2,31.0,1.989175,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.2,,3,,,,,2025-12-07T11:48:26Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0012_epsilon0.25,30.0,2.81634,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.25,,3,,,,,2025-12-07T11:49:01Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0012_epsilon0.3,31.0,2.908027,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0012,0.3,,3,,,,,2025-12-07T11:49:35Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0013_epsilon0.1,31.0,1.531798,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.1,,3,,,,,2025-12-07T11:50:10Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0013_epsilon0.15,30.0,1.797826,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.15,,3,,,,,2025-12-07T11:50:45Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0013_epsilon0.2,31.0,2.012435,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.2,,3,,,,,2025-12-07T11:51:19Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0013_epsilon0.25,30.0,3.028621,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.25,,3,,,,,2025-12-07T11:51:54Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0013_epsilon0.3,31.0,4.383105,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0013,0.3,,3,,,,,2025-12-07T11:52:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0014_epsilon0.1,31.0,1.49697,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.1,,3,,,,,2025-12-07T11:53:02Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0014_epsilon0.15,31.0,1.897007,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.15,,3,,,,,2025-12-07T11:53:36Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0014_epsilon0.2,31.0,1.624091,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.2,,3,,,,,2025-12-07T11:54:11Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0014_epsilon0.25,30.0,2.591385,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.25,,3,,,,,2025-12-07T11:54:46Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0003_beta0.0014_epsilon0.3,30.0,3.345353,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.0014,0.3,,3,,,,,2025-12-07T11:55:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0004_beta0.001_epsilon0.1,31.0,1.550331,40,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.1,,3,,,,,2025-12-07T11:55:54Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size40_buffer_size12100_learning_rate0.0004_beta0.001_epsilon0.15,31.0,1.748218,40,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12100,0.001,0.15,,3,,,,,2025-12-07T11:56:29Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
